sir_id,event_signature,source_rows_in_signature,min_report_date,max_report_date,source_files
13089/2020,"2020-12-23||2020-12-19||Almeria, Spain||A waiting room in Almeria, Spain, located next to a registration room within a facility where Frontex operations are conducted.||facility||0||1||0||1",1,2020-12-23,2020-12-23,pdfs/pad-2025-00339/13089-2020_-_redacted.pdf
13103/2020,"2020-12-25||2020-11-28||Greece, Turkey||A river crossing between Greece and Turkey, near a village on the Turkish side.||land||3||||||4",1,2020-12-25,2020-12-25,pdfs/pad-2025-00371/13103-2020.pdf
13127/2023,"2024-01-31||2023-07-04||Spain||Almeria area, Spain, during transfer to port||mixed||0||0||0||2",1,2024-01-31,2024-01-31,pdfs/pad-2024-00234/SIR_13127_2023_rps.pdf
13160/2021,2021-08-27||2021-08-24||Lithuania||Lithuanian border with Belarus||land||||||||2,1,2021-08-27,2021-08-27,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf
13165/2024,"2025-03-31||2024-07-20||Albania, Greece border||Greece-Albania border area, near Kapshtice, Albania||land||0||0||0||3",1,2025-03-31,2025-03-31,pdfs/pad-2025-00151-1/SIR_13165_2024.pdf
13170/2021,2021-08-27||2021-08-26||Greece||Incident occurred in Greece.||land||0||0||0||1,1,2021-08-27,2021-08-27,pdfs/pad-2022-00425/pad-2022-00425-red.pdf
13254/2023,"2023-07-27||2023-07-26||Operational area||Operational area, field||land||0||0||0||0",1,2023-07-27,2023-07-27,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf
13269/2022,"2022-11-23||2022-07-22||Albania, Greece border||Albanian territory, near the border with Greece||land||0||0||0||4",1,2022-11-23,2022-11-23,pdfs/pad-2025-00371/10548_12480_12816_12941_13269-2022.pdf
13269/2022,"2022-11-23||2022-07-23||Albania, Greece||Albanian-Greek border near Kakavia BCU||land||0||0||0||4",1,2022-11-23,2022-11-23,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf
13279/2022,"2022-10-04||2022-06-16||Greece, Turkey, Symi island, Aegean Sea||Near Symi island, Greek territorial waters, ending in Turkish territorial waters.||sea||0||0||0||4",1,2022-10-04,2022-10-04,pdfs/pad-2025-00371/13279_2022.pdf
13355/2021,"2021-09-08||2021-09-07||Romania||SCO hospitalized in Romania, then repatriated by air ambulance to a hospital in their home country.||facility||0||1||0||0",1,2021-09-08,2021-09-08,pdfs/pad-2022-00425/pad-2022-00425-red.pdf
13370/2022,"2022-10-06||2022-05-01||Aegean Sea (between Turkey and Greece), Greece, Turkey||Sea border between Turkey and Greece, unknown area in Greece, Turkish territorial waters.||mixed||||||||3",1,2022-10-06,2022-10-06,pdfs/pad-2025-00371/13370_2022.pdf
13372/2022,"2022-08-09||2021-07-15||Evros river, Greece||Evros river, Greece||mixed||||||||1",1,2022-08-09,2022-08-09,pdfs/pad-2025-00371/13400_13372_12820-2022.pdf
13400/2022,"||||Evros, Greece||Evros river islets, Greece||land||||||||2",1,,,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf
13400/2022,"2022-08-10||2022-07-20||Evros river, Greece||Islet and bank in Evros river, Greek side of border, near Orestiada||mixed||1||||||1",1,2022-08-10,2022-08-10,pdfs/pad-2025-00371/13400_13372_12820-2022.pdf
13436/2021,"2021-09-14||2021-09-13||Samos island, Greece||Southeast of Samos island||sea||2||||||0",1,2021-09-14,2021-09-14,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf
13471/2024,"2025-01-30||2024-08-08||Turkish territorial waters, Aegean Sea||Sea area northeast of Rhodes Island, within Turkish territorial waters (near Muğla's Fethiye district)||sea||0||0||0||1",1,2025-01-30,2025-01-30,pdfs/pad-2025-00085/13471-2024_SIR_CAT1_-_Final_Report_rps.pdf
13471/2024,"2025-01-30||2024-08-08||Turkish territorial waters||Sea area northeast of Rhodes Island, Turkish territorial waters||sea||0||0||0||1",1,2025-01-30,2025-01-30,pdfs/pad-2025-00076_157/SIR_13471-2024_redacted.pdf
13489/2021,2022-10-28||2021-09-15||Libyan SRR||Libyan Search and Rescue Region (SRR)||sea||||||||5,1,2022-10-28,2022-10-28,pdfs/pad-2025-00371/13489_14400_14577_11780-2021.redacted.pdf
13489/2021,2022-10-28||2021-09-15||Libyan SRR||Libyan Search and Rescue Region||sea||||||||5,1,2022-10-28,2022-10-28,pdfs/pad-2022-00328/Documents_1.pdf
13497/2021,2021-09-18||2021-09-17||Bulgaria||Road near the Turkish border in Bulgaria||land||0||1||0||2,1,2021-09-18,2021-09-18,pdfs/pad-2025-00419/13497-2021_redacted2.pdf
13497/2021,"2023-09-29||2021-09-17||Bulgaria / Turkey border||Near the Bulgarian-Turkish border, along a road between villages.||land||0||0||0||3",1,2023-09-29,2023-09-29,pdfs/pad-2025-00367/13497-2021.pdf
13516/2024,"2024-08-21||2024-08-20||||Accommodation, local Police Station, and court in an unspecified location.||land||0||0||0||1",1,2024-08-21,2024-08-21,pdfs/pad-2025-00330-1/13516_2024_-_Redacted.pdf
13546/2023,"2024-06-28||2023-07-21||Cyprus||Pournara First Reception Centre, Cyprus||facility||||||||1",1,2024-06-28,2024-06-28,pdfs/13546_2023-final-sir-cat-1/13546_2023-final-sir-cat-1.pdf
13575/2023,2023-08-16||2023-08-15||Bulgaria||Bulgaria||land||0||0||0||0,1,2023-08-16,2023-08-16,pdfs/pad-2024-00377/SIR_13575.2023.pdf
13591/2021,2021-09-24||2021-09-23||Greece||Car broken into at a hospital parking lot in Greece.||facility||0||0||0||0,1,2021-09-24,2021-09-24,pdfs/pad-2022-00425/pad-2022-00425-red.pdf
13630/2024,2025-03-27||2024-08-16||Albania-Montenegro border area||Along a railroad near the Albania-Montenegro border in North-western Albania.||land||0||0||0||1,1,2025-03-27,2025-03-27,pdfs/pad-2025-00151-1/SIR_13630_2024.pdf
13654/2024,2024-10-31||2024-08-23||Libyan SRR||Libyan Search and Rescue Region (SRR)||sea||||||||2,1,2024-10-31,2024-10-31,pdfs/pad-2025-00011-1/13654-2024_Final_SIR_-_rps.pdf
13681/2024,"2025-04-15||2024-03-08||Libyan SRR||Libyan Search and Rescue Region, near 33.9N 12.583E||sea||1||1||||1",1,2025-04-15,2025-04-15,pdfs/pad-2025-00146/13681_2024_SIR__redacted.pdf
13800/2022,"2022-08-24||2022-08-23||Bulgaria-Greece border||Bulgaria-Greece green border, near the Evros river, after migrants crossed from Turkey to Greece, then to Bulgaria, then back to Greece.||mixed||0||0||0||3",1,2022-08-24,2022-08-24,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf
13800/2022,2022-08-24||||Bulgaria-Greece border||Bulgaria-Greece border (Evros river area)||mixed||||||||3,1,2022-08-24,2022-08-24,pdfs/pad-2022-00470/Documents2.pdf
13800/2022,2022-09-02||2022-08-24||Bulgaria-Greece border||Bulgaria-Greece green border||land||0||0||0||3,1,2022-09-02,2022-09-02,pdfs/pad-2022-00465/Documents02.pdf
13810/2021,"2021-10-11||2021-08-29||Lithuania||Tverečius, Utenos Apskritis, Lithuania, near the Lithuanian-Belarusian border||land||0||0||0||1",1,2021-10-11,2021-10-11,pdfs/pad-2022-00425/BATCH_13_redactions_redacted_p.pdf
13822/2024,"2025-10-10||2024-08-23||Greece||Sea area northwest of Symi island, Greece||sea||1||0||0||1",1,2025-10-10,2025-10-10,pdfs/pad-2025-00428/13822_2024_-_Final_Report_SIR_Cat_1_redacted.pdf
13830/2022,"2022-09-03||2022-09-02||Greece||Sea area near Greece, involving Turkish Territorial Waters.||sea||0||0||0||0",1,2022-09-03,2022-09-03,pdfs/pad-2022-00419-documents-1/pad-2022-00419-documents-1.pdf
13844/2021,"2021-10-13||2021-10-11||Rhodes Island, Greece||North of Rhodes Island||sea||0||4||0||2",1,2021-10-13,2021-10-13,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf
13850/2021,2021-10-13||2021-09-05||Albania||Albanian border near Kakavia||land||||0||||2,1,2021-10-13,2021-10-13,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf
13856/2022,2023-06-01||2022-08-24||Bulgaria||Bulgarian border||land||||||1||2,1,2023-06-01,2023-06-01,pdfs/pad-2023-00266/PAD-2023-00266_point_2.pdf
13856/2022,"||||Bulgaria||Operational area in Bulgaria, near the border with Turkey, involving an apprehension in a forest.||land||0||0||1||5",1,,,pdfs/pad-2022-00470/Documents1.pdf
13856/2022,"||||Bulgaria||Bulgaria, near the border with Turkey||land||0||0||0||5",1,,,pdfs/pad-2022-00465/Documents03.pdf
13856/2022,2022-08-26||||Bulgaria||Bulgaria-Turkey border region||land||||||1||5,1,2022-08-26,2022-08-26,pdfs/pad-2025-00371/13856-2022.pdf
13894/2021,"2025-07-04||2021-10-08||Greece (Lesvos Island), Turkey, Aegean Sea||Sea area south-east of Lesvos Island, within Hellenic Territorial Waters, near the border with Turkey, eventually ending in Turkish Territorial Waters.||sea||0||0||0||1",1,2025-07-04,2025-07-04,pdfs/pad-2025-00428/Final_SIR_Report_13894.2021_redacted-2.pdf
13894/2021,"2025-07-04||2021-10-08||Greece (Lesvos Island, Aegean Sea)||Sea area south of Lesvos Island, Greece||sea||||||||1",1,2025-07-04,2025-07-04,pdfs/pad-2025-00330-1/Final_SIR_Report_13894.2021.pdf
13910/2023,"2023-09-01||2023-09-01||Bulgaria||Bulgaria, at border checks||land||0||0||0||0",1,2023-09-01,2023-09-01,pdfs/pad-2024-00377/SIR_13910.2023.pdf
13930/2021,2021-10-19||2021-10-19||Romania||Car accident outside a town in Romania.||land||0||0||0||0,1,2021-10-19,2021-10-19,pdfs/pad-2022-00425/pad-2022-00425-red.pdf
13974/2021,"2021-10-21||2021-10-05||Lithuania, Denmark||Ammunition lost en route to Lithuania, found at Copenhagen airport.||land||0||0||0||0",1,2021-10-21,2021-10-21,pdfs/pad-2022-00425/pad-2022-00425-red.pdf
13983/2021,2021-10-22||2021-10-22||Lithuania||Operational Area on the Lithuanian side of the border||land||||||||1,1,2021-10-22,2021-10-22,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
13984/2021,"2021-10-22||2021-10-12||Alytaus County, Lithuania-Belarus border||Operational Area Alytaus County, Lithuania, near the Belarus border||land||||||||1",1,2021-10-22,2021-10-22,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
13985/2021,"2021-10-22||2021-10-14||Alytaus County, Lithuania||Operational Area Alytaus County, Lithuania||land||||||||1",1,2021-10-22,2021-10-22,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
13987/2021,"2021-10-22||2021-10-21||Alytaus County, Lithuania-Belarus border||Operational Area Alytaus County, Lithuania, near the Belarus border||land||||1||||1",1,2021-10-22,2021-10-22,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14006/2022,"2023-08-14||2022-06-04||Border area||Border river area, land, where migrants were apprehended after crossing a river.||mixed||0||0||0||3",1,2023-08-14,2023-08-14,pdfs/pad-2023-00450/SIR_Albania_2022_part_3.pdf
14036/2021,"2021-10-25||2021-10-01||Greece||Ormenio village, Evros, Greece||land||0||0||0||8",1,2021-10-25,2021-10-25,pdfs/pad-2025-00419/14036-2021_redacted2.pdf
14036/2021,"2021-10-25||2021-10-01||Greece||Evros, Greece||land||0||0||0||8",1,2021-10-25,2021-10-25,pdfs/pad-2025-00371/14036-2021.pdf
14056/2022,"2022-12-15||2022-09-09||Greece, Turkey, International Waters, Aegean Sea||Sea area near Samos Island, International Waters, Greek SAR Region, moving towards Turkish Territorial Waters.||sea||||||||4",1,2022-12-15,2022-12-15,pdfs/pad-2025-00371/14056_2022.pdf
14067/2021,"2021-10-27||2021-10-22||Alytaus County, Lithuania-Belarus border||Operational Area Alytaus County, Lithuania, near the Belarus border||land||||||||1",1,2021-10-27,2021-10-27,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14068/2021,"2021-10-27||2021-10-22||Lithuania-Belarus border||Operational Area in Lithuania, near the Belarus border||land||||||||1",1,2021-10-27,2021-10-27,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14069/2021,2021-10-27||2021-10-22||Lithuania||Farm in an Operational Area in Lithuania||land||||1||||1,1,2021-10-27,2021-10-27,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14070/2021,"2021-10-27||2021-10-27||Lithuania-Belarus border||Operational Area in Lithuania, near the Belarusian border||land||||||||1",1,2021-10-27,2021-10-27,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14076/2021,2021-10-27||2021-10-27||Lithuania-Belarus border||Operational Area on the Lithuania-Belarus border||land||||||||1,1,2021-10-27,2021-10-27,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14095/2021,2021-10-28||2021-10-26||Lithuania||Hotel room in an Operational Area in Lithuania||facility||||||||0,1,2021-10-28,2021-10-28,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14128/2022,2022-08-15||||Bulgaria-Turkey border||Bulgarian border with Turkey||land||0||0||0||3,1,2022-08-15,2022-08-15,pdfs/pad-2022-00465/Documents02.pdf
14128/2022,2022-08-15||||Bulgaria-Turkey border||Bulgarian border with Turkey||land||||||||3,1,2022-08-15,2022-08-15,pdfs/pad-2022-00470/Documents2.pdf
14128/2022,"2022-08-15||||Bulgaria-Turkey border||Bulgarian-Turkish border, specifically the operational area of JO Terra 2022.||land||0||0||0||3",1,2022-08-15,2022-08-15,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf
14128/2022,2023-06-01||||Bulgaria-Türkiye border||Bulgaria-Türkiye border||land||||||||3,1,2023-06-01,2023-06-01,pdfs/pad-2023-00266/PAD-2023-00266_point_2.pdf
14129/2022,"2022-12-13||2022-08-13||Bulgaria / Turkey border||Turkish-Bulgarian border near Edirne, Bulgaria||land||0||||0||4",1,2022-12-13,2022-12-13,pdfs/pad-2025-00371/14129-2022.pdf
14149/2021,"2022-08-10||2021-10-26||Greece, Aegean Sea||Off Chios Island, Aegean Sea, Greece||sea||4||0||2||6",1,2022-08-10,2022-08-10,pdfs/pad-2025-00371/14149-2021.pdf
14175/2024,"2025-08-25||2024-09-04||Maltese Search and Rescue Region, Italian territorial waters, Lampedusa, Sabratha (Libya - departure point)||Maltese Search and Rescue Region, initially 37 NM south of Lampedusa (34.883333N, 12.616667E), moving towards Lampedusa; rescue occurred 10 NM south of Lampedusa in Italian territorial waters.||sea||6||||21||1",1,2025-08-25,2025-08-25,pdfs/pad-2025-00428/14175_2024.pdf
14191/2021,"2021-11-04||2021-11-04||Romania, Serbian border||Operational Area in Romania, near the Serbian border||land||||||||0",1,2021-11-04,2021-11-04,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14196/2024,"2025-09-22||2024-09-10||Greece||Near a police station in Evros, Greece, close to the Greece-North Macedonia border.||mixed||0||1||0||4",1,2025-09-22,2025-09-22,pdfs/pad-2025-00428/SIR_14196.2024_Final_redacted.pdf
14196/2024,"2025-09-22||2024-09-07||Greece||Near a police station in Greece, close to the North Macedonia border.||mixed||0||0||0||4",1,2025-09-22,2025-09-22,pdfs/pad-2025-00428/SIR_14196.2024_Final_redacted.pdf
14220/2021,"2021-11-06||2021-11-05||Evros, Greece||Operational Area Evros, Greece||land||||||||0",1,2021-11-06,2021-11-06,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14242/2024,"2025-03-31||2024-09-16||Bulgaria||Bulgarian border fence, near a village||land||0||0||0||4",1,2025-03-31,2025-03-31,pdfs/pad-2025-00151-1/SIR_14242-2024.pdf
14272/2022,"2022-12-13||2022-09-24||Spain||Detention facility in JO Indalo Operational Area, Spain||facility||0||3||0||2",1,2022-12-13,2022-12-13,pdfs/pad-2025-00371/14272-2022.pdf
14278/2024,2024-10-02||2024-09-29||Greece||A village in Greece within the operational area of JO Greece 2024 Land.||land||0||0||0||1,1,2024-10-02,2024-10-02,pdfs/pad-2025-00085/14278_2024_SI_Report_redacted.pdf
14308/2024,"2025-05-16||2024-09-27||Albania-Montenegro border area||North-western Albania, near the Albania-Montenegro border, approximately 1 km from the border, on a road near an abandoned building.||land||0||0||0||1",1,2025-05-16,2025-05-16,pdfs/pad-2025-00220/14308_2024_FINAL_SIR_CAT_1_redacted.pdf
14308/2024,"2025-05-16||2024-09-27||Albania-Montenegro border area||Near the Albania-Montenegro border, approximately one kilometer from the border, in North-western Albania.||land||0||0||0||1",1,2025-05-16,2025-05-16,pdfs/pad-2025-00330-1/14308_2024_FINAL_SIR_CAT_1_redacted.pdf
14310/2021,"2021-11-12||2021-11-09||Lesvos island, Greece||East of Lesvos island||sea||||||||2",1,2021-11-12,2021-11-12,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf
14317/2021,2021-11-13||2021-11-12||Albania||Operational Area in Albania on a road||land||0||2||0||0,1,2021-11-13,2021-11-13,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14331/2024,"2024-12-17||2024-08-01||Greece, Türkiye||Evros river border area between Greece and Türkiye, near Didymoteicho, Greece||mixed||0||0||0||2",1,2024-12-17,2024-12-17,pdfs/pad-2025-00011-1/14331_2024_Final_SIR_Cat._1-_JO_Greece_2024_-_Alleged_abuse_and_collective_expulsion_of_migrants_in_Evros_pr&sc.pdf
14377/2024,2025-01-28||2024-09-21||Libyan SRR||Libyan Search and Rescue Region (SRR)||sea||||||||2,1,2025-01-28,2025-01-28,pdfs/pad-2025-00076_157/SIR_14377-2024_redacted.pdf
14380/2021,"2021-11-17||2021-11-17||Sicily, Italy||Operational Area in Sicily, Italy, on the beach||mixed||1||||||0",1,2021-11-17,2021-11-17,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14400/2021,2022-10-28||2021-11-16||Libyan SAR zone||Libyan search and rescue zone||sea||10||||||3,1,2022-10-28,2022-10-28,pdfs/pad-2022-00328/Documents_1.pdf
14400/2021,"2022-10-28||2021-11-16||Libyan SRR, Messina (Italy)||Libyan search and rescue zone, disembarkation in Messina port (Italy)||mixed||||||||3",1,2022-10-28,2022-10-28,pdfs/pad-2025-00371/13489_14400_14577_11780-2021.redacted.pdf
14423/2021,2021-11-20||2021-11-20||Albania||Operational Area in Albania||land||||||||0,1,2021-11-20,2021-11-20,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14453/2024,"2025-06-20||2024-09-27||Greece (Kos island)||Near Kos island, Greece, in the sea area East of Kos island, within Hellenic territorial waters, near Cape Fokas.||sea||1||2||0||2",1,2025-06-20,2025-06-20,pdfs/pad-2025-00330-1/14453__2024_Final_SIR_Cat_1_-_JO_Greece_2024.pdf
14498/2021,"2021-11-25||2021-11-20||Crete island, Greece||Southwest of Crete island||sea||1||||0||1",1,2021-11-25,2021-11-25,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf
14540/2021,2021-11-29||2021-11-23||Greece||Operational Area in Greece||land||||||||0,1,2021-11-29,2021-11-29,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf
14546/2024,"2025-02-28||2024-09-30||Serbia||Garage at a Border Crossing Unit (BCU) building in Serbia, near Pirot.||facility||0||1||0||1",1,2025-02-28,2025-02-28,pdfs/pad-2025-00076_157/SIR_14546-2024_redacted.pdf
14546/2024,||||Serbia||Border Crossing Units and exit points from Serbia||mixed||0||0||0||2,1,,,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_2_SIR_Country_Profile_Serbia_redacted.pdf
14577/2021,"2022-10-20||2021-11-24||Maltese SRR, Libyan SRR||Maltese Search and Rescue Region (SRR) and Libyan SAR zone||sea||||||||5",1,2022-10-20,2022-10-20,pdfs/pad-2025-00371/13489_14400_14577_11780-2021.redacted.pdf
14577/2021,2022-10-20||2021-11-24||Maltese SRR||Maltese Search and Rescue Region||sea||||||||5,1,2022-10-20,2022-10-20,pdfs/pad-2022-00328/Documents_1.pdf
14629/2024,"2025-06-03||2024-10-08||Spain||Lanzarote Island, Spain||land||0||0||0||2",1,2025-06-03,2025-06-03,pdfs/pad-2025-00330-1/SIR_14629_2024__redacted_2.0_final.pdf
14656/2021,"2021-12-08||2021-12-01||Lithuania||Varėna district, Alytus County, Lithuania||land||||||||7",1,2021-12-08,2021-12-08,pdfs/pad-2025-00371/14656-2021.pdf
14659/2024,"2025-06-06||2024-10-08||Albania-Montenegro border||Near Albania-Montenegro border, along a road with railway and a container nearby.||land||0||0||0||1",1,2025-06-06,2025-06-06,pdfs/pad-2025-00330-1/SIR_14659_2024_JO_Albania_Land_2024_Final_Report.pdf
14676/2024,"2025-08-28||2024-10-01||Spain||Cala Pañon Cortado, Cuevas del Almanzora, Almería, Spain||land||0||0||0||1",1,2025-08-28,2025-08-28,pdfs/pad-2025-00428/Final_SIR_14676_2024_redacted2.pdf
14692/2021,"2021-12-10||2020-03-01||Greece; Türkiye; Chios Island||Sea area near Chios Island, Greece, after crossing from Turkish territorial waters.||sea||0||0||0||2",1,2021-12-10,2021-12-10,pdfs/pad-2025-00371/14692_2021.pdf
14717/2021,"2021-12-13||2021-08-05||Greece (Samos island)||Samos island, Greece||mixed||||||||4",1,2021-12-13,2021-12-13,pdfs/pad-2025-00371/14717-2021.pdf
14717/2024,2025-06-25||2024-10-15||Kos island||Near Kos island||sea||4||6||||1,1,2025-06-25,2025-06-25,pdfs/pad-2025-00330-1/14717_2024_Final_SIR_CAT.1__JO_Greece_2024.pdf
14771/2024,"2025-05-26||2024-10-15||Greece SRR||Sea area south of Crete Island, Greece||sea||1||0||2||2",1,2025-05-26,2025-05-26,pdfs/pad-2025-00330-1/14771_2024_-_redacted.pdf
14791/2024,"2025-04-30||2024-10-21||Lithuania||Border Crossing Point, Lithuania-Belarus border||land||0||0||0||1",1,2025-04-30,2025-04-30,pdfs/pad-2025-00220/FINAL_SIR_CAT_1_14791_2024_-_Lithuania_redacted.pdf
14791/2024,2025-04-30||2024-10-21||Lithuania||Border Crossing Point on Lithuania-Belarus border||facility||0||0||0||1,1,2025-04-30,2025-04-30,pdfs/pad-2025-00330-1/FINAL_SIR_CAT_1_14791_2024_-_Lithuania_redacted.pdf
14833/2024,2024-11-07||||Greece||Airport waiting area in Greece during a pre-departure phase of a joint return operation.||facility||0||0||0||0,1,2024-11-07,2024-11-07,pdfs/pad-2025-00085/14833_2024_redacted_-_1.pdf
14850/2022,"2023-01-24||2022-10-04||Serbia||Serbian territory, near the Serbian-Romanian border, close to A166 border sign.||land||0||0||0||3",1,2023-01-24,2023-01-24,pdfs/pad-2025-00367/14850_2022.pdf
14877/2024,"2025-06-17||2024-11-07||Albania-Montenegro border area||Hani i Hotit, Albania-Montenegro border area||land||0||0||0||2",1,2025-06-17,2025-06-17,pdfs/pad-2025-00330-1/SIR_14877_2024_JO_Albania_Land_2024_Final_Report.pdf
14925/2024,2024-11-29||2024-10-14||Libyan Search and Rescue Region||Libyan Search and Rescue Region (SRR)||sea||||1||||2,1,2024-11-29,2024-11-29,pdfs/pad-2025-00011-1/14925_2024_Final_SIR_-_rps.pdf
14951/2023,"2024-06-28||2023-09-29||Aegean Sea (Greece/Türkiye maritime border area)||South of Lesvos Island, Aegean Sea, near the maritime border between Greece and Türkiye.||sea||||||||3",1,2024-06-28,2024-06-28,pdfs/pad-2024-00234/SIR_14951_2023_rps.pdf
14995/2024,"2025-10-10||2024-03-06||Tunisian and Libyan SRR, Maltese SRR||Tunisian and Libyan Search and Rescue Region (SRR), near the borders of Maltese SRR, Central Mediterranean Sea.||sea||1||4||||1",1,2025-10-10,2025-10-10,pdfs/pad-2025-00428/SIR_14995_2024_.pdf
15/2015,2015-04-04||2015-03-28||Bulgaria/Turkey border||||land||0||0||0||1,1,2015-04-04,2015-04-04,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf
151/2015,"2015-09-04||2015-09-04||Greece||Athens Airport, Greece||facility||||||||1",1,2015-09-04,2015-09-04,pdfs/pad-2020-00089-documents/PAD-2020-00089-Documents.pdf
15338/2023,"2024-05-29||2023-09-24||Aegean Sea, Greece/Turkey||Sea area between Samos Island (Greece) and İzmir's Menderes district (Turkey).||sea||0||0||0||2",1,2024-05-29,2024-05-29,pdfs/pad-2024-00234/SIR_15338_2023_rps.pdf
15368/2022,"2023-06-01||2022-12-08||Sredets, Bulgaria||Sredets border police station, Bulgaria||facility||||||||3",1,2023-06-01,2023-06-01,pdfs/pad-2023-00266/PAD-2023-00266_point_2.pdf
15368/2022,"2023-04-14||2022-09-13||Bulgaria||BCU Sredets, Bulgaria||facility||0||0||0||6",1,2023-04-14,2023-04-14,pdfs/pad-2025-00367/15368_2022.pdf
15549/2022,"2023-04-21||2022-10-03||Türkiye||Near border pyramid 92, close to Belevren, on the Bulgarian-Turkish border, on Turkish territory.||land||0||1||0||2",1,2023-04-21,2023-04-21,pdfs/pad-2025-00367/15549_2022.pdf
15549/2022,2023-06-01||||Bulgaria-Türkiye border||Bulgaria-Türkiye border||land||||||||3,1,2023-06-01,2023-06-01,pdfs/pad-2023-00266/PAD-2023-00266_point_2.pdf
15676/2023,"2024-06-28||2023-11-13||Lesvos Island, Greece / Turkish territorial waters||Near Lesvos Island, Greece||sea||0||0||0||5",1,2024-06-28,2024-06-28,pdfs/pad-2024-00234/SIR_15676_2023_rps.pdf
15856/2023,2023-12-18||2023-12-17||Bulgaria||Bulgaria||land||0||0||0||0,1,2023-12-18,2023-12-18,pdfs/pad-2024-00377/SIR_15856.2023.pdf
15910/2023,"2024-07-08||2023-09-21||Cyprus||Reception Center, Joint Operation Ledra, Cyprus||facility||0||0||0||4",1,2024-07-08,2024-07-08,pdfs/15910_2023-final-sir-cat-12/15910_2023-final-sir-cat.-12.pdf
15914/2023,"2024-07-24||2023-12-01||Serbia and Bulgaria border||Serbian-Bulgarian border, involving a river crossing||land||||||||2",1,2024-07-24,2024-07-24,pdfs/15914_2023-final-sir-cat1/15914_2023-final-sir-cat.1.pdf
15914/2023,"2024-07-24||2023-12-01||Serbia, Bulgaria||Serbia-Bulgaria border area, near a river||land||||||||2",1,2024-07-24,2024-07-24,pdfs/sirs-pad-2024-00396/sirs-pad-2024-00396.pdf
15942/2023,"2024-07-24||2023-11-27||Serbia, Bulgaria||Serbia-Bulgaria border area, near a bridge and river||mixed||||||||2",1,2024-07-24,2024-07-24,pdfs/sirs-pad-2024-00396/sirs-pad-2024-00396.pdf
15942/2023,"2024-07-24||2023-11-27||Serbia (near Bulgaria border)||Serbia-Bulgaria border area, within Serbian territory, near a bridge, river, village, highway, and train track.||land||0||1||0||2",1,2024-07-24,2024-07-24,pdfs/15942_2023-final-sir-cat1/15942_2023-final-sir-cat.1.pdf
15946/2023,2024-05-13||2023-12-13||Serbia-Bulgaria border area||Near the Serbian-Bulgarian border||land||0||4||0||2,1,2024-05-13,2024-05-13,pdfs/pad-2024-00314/SIR_15946_2023_Final_Report_rps.pdf
15957/2023,"2024-12-21||2023-06-20||Greece, Türkiye, Evros region||Evros region, near Soufli, Greece/Türkiye border||mixed||0||0||0||2",1,2024-12-21,2024-12-21,pdfs/pad-2025-00011-1/Final_SIR_15957-2023_SPed.pdf
18/2015,"2015-04-10||2015-02-11||Elhovo, Bulgaria||||facility||0||0||0||1",1,2015-04-10,2015-04-10,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf
184/2015,"2015-10-02||2015-09-13||Bulgaria||Sofia, Bulgaria||land||||||||1",1,2015-10-02,2015-10-02,pdfs/pad-2020-00089-documents/PAD-2020-00089-Documents.pdf
19/2015,2015-04-10||2015-02-24||Bulgaria||||land||0||0||0||1,1,2015-04-10,2015-04-10,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf
194/2022,"2022-04-21||2022-04-18||Greece||Islets of Evros river, Greece||land||0||0||0||0",1,2022-04-21,2022-04-21,pdfs/pad-2022-00332/Documents_5.pdf
